Rank,Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV
1,David Price,2016,SP,UFA,TOR,BOS,7,"$217,000,000","$31,000,000"
2,Zack Greinke,2016,SP,UFA,LAD,ARI,6,"$206,500,000","$34,416,667"
3,Jason Heyward,2016,RF,UFA,STL,CHC,8,"$184,000,000","$23,000,000"
4,Chris Davis,2016,1B,UFA,BAL,BAL,7,"$161,000,000","$23,000,000"
5,Justin Upton,2016,LF,UFA,SD,DET,6,"$132,750,000","$22,125,000"
6,Johnny Cueto,2016,SP,UFA,KC,SF,6,"$130,000,000","$21,666,667"
7,Jordan Zimmermann,2016,SP,UFA,WSH,DET,5,"$110,000,000","$22,000,000"
8,Jeff Samardzija,2016,SP,UFA,CHW,SF,5,"$90,000,000","$18,000,000"
9,Mike Leake,2016,SP,UFA,SF,STL,5,"$80,000,000","$16,000,000"
10,Wei-Yin Chen,2016,RP,UFA,BAL,MIA,5,"$80,000,000","$16,000,000"
11,Alex Gordon,2016,OF,UFA,KC,KC,4,"$72,000,000","$18,000,000"
12,Ian Kennedy,2016,RP,UFA,SD,KC,5,"$70,000,000","$14,000,000"
13,Ben Zobrist,2016,2B,UFA,KC,CHC,4,"$56,000,000","$14,000,000"
14,Scott Kazmir,2016,SP,UFA,HOU,LAD,3,"$48,000,000","$16,000,000"
15,Daniel Murphy,2016,1B,UFA,NYM,WSH,3,"$37,500,000","$12,500,000"
16,J.A. Happ,2016,SP,UFA,PIT,TOR,3,"$36,000,000","$12,000,000"
17,John Lackey,2016,SP,UFA,STL,CHC,2,"$32,000,000","$16,000,000"
18,Denard Span,2016,LF,UFA,WSH,SF,3,"$31,000,000","$10,333,333"
19,Darren O'Day,2016,RP,UFA,BAL,BAL,4,"$31,000,000","$7,750,000"
20,Gerardo Parra,2016,RF,UFA,BAL,COL,3,"$27,500,000","$9,166,667"
21,Marco Estrada,2016,SP,UFA,TOR,TOR,2,"$26,000,000","$13,000,000"
22,Joakim Soria,2016,RP,UFA,PIT,KC,3,"$25,000,000","$8,333,333"
23,Yovani Gallardo,2016,SP,UFA,TEX,BAL,2,"$22,000,000","$11,000,000"
24,Ryan Madson,2016,RP,UFA,KC,OAK,3,"$22,000,000","$7,333,333"
25,Howie Kendrick,2016,2B,UFA,LAD,LAD,2,"$20,000,000","$10,000,000"
26,Asdrubal Cabrera,2016,2B,UFA,TB,NYM,2,"$18,500,000","$9,250,000"
27,Tony Sipp,2016,RP,UFA,HOU,HOU,3,"$18,000,000","$6,000,000"
28,Mike Pelfrey,2016,RP,UFA,MIN,DET,2,"$16,000,000","$8,000,000"
29,Shawn Kelley,2016,RP,UFA,SD,WSH,3,"$15,000,000","$5,000,000"
30,Chris Young,2016,RF,UFA,NYY,BOS,2,"$13,000,000","$6,500,000"
31,Dexter Fowler,2016,RF,UFA,CHC,CHC,1,"$13,000,000","$13,000,000"
32,Tyler Clippard,2016,RP,UFA,NYM,ARI,2,"$12,250,000","$6,125,000"
33,Antonio Bastardo,2016,RP,UFA,PIT,NYM,2,"$12,000,000","$6,000,000"
34,Hisashi Iwakuma,2016,SP,UFA,SEA,SEA,1,"$12,000,000","$12,000,000"
35,Chris Young,2016,RP,UFA,KC,KC,2,"$11,500,000","$5,750,000"
36,Mark Lowe,2016,RP,UFA,TOR,DET,2,"$11,000,000","$5,500,000"
37,Steve Cishek,2016,RP,UFA,STL,SEA,2,"$10,000,000","$5,000,000"
38,Jason Motte,2016,RP,UFA,CHC,COL,2,"$10,000,000","$5,000,000"
39,John Axford,2016,RP,UFA,COL,OAK,2,"$10,000,000","$5,000,000"
40,John Jaso,2016,RF,UFA,TB,PIT,2,"$8,000,000","$4,000,000"
41,Ian Desmond,2016,CF,UFA,WSH,TEX,1,"$8,000,000","$8,000,000"
42,Jonathan Broxton,2016,RP,UFA,STL,STL,2,"$7,500,000","$3,750,000"
43,Mike Minor,2016,SP,UFA,ATL,KC,2,"$7,250,000","$3,625,000"
44,Bartolo Colon,2016,SP,UFA,NYM,NYM,1,"$7,250,000","$7,250,000"
45,Doug Fister,2016,SP,UFA,WSH,HOU,1,"$7,000,000","$7,000,000"
46,Chase Utley,2016,2B,UFA,LAD,LAD,1,"$7,000,000","$7,000,000"
47,Oliver Perez,2016,RP,UFA,HOU,WSH,2,"$7,000,000","$3,500,000"
48,Colby Lewis,2016,SP,UFA,TEX,TEX,1,"$6,000,000","$6,000,000"
49,Chad Qualls,2016,RP,UFA,HOU,COL,2,"$6,000,000","$3,000,000"
50,Rich Hill,2016,SP,UFA,BOS,OAK,1,"$6,000,000","$6,000,000"
51,Alejandro De Aza,2016,LF,UFA,SF,NYM,1,"$5,750,000","$5,750,000"
52,Pedro Alvarez,2016,1B,UFA,PIT,BAL,1,"$5,750,000","$5,750,000"
53,Norichika Aoki,2016,LF,UFA,SF,SEA,1,"$5,500,000","$5,500,000"
54,Tyler Flowers,2016,C,UFA,CHW,ATL,2,"$5,300,000","$2,650,000"
55,Brayan Pena,2016,C,UFA,CIN,STL,2,"$5,000,000","$2,500,000"
56,Austin Jackson,2016,CF,UFA,CHC,CHW,1,"$5,000,000","$5,000,000"
57,Steven Pearce,2016,1B,UFA,BAL,TB,1,"$4,750,000","$4,750,000"
58,Trevor Cahill,2016,RP,UFA,CHC,CHC,1,"$4,250,000","$4,250,000"
59,Henderson Alvarez,2016,SP,UFA,MIA,OAK,1,"$4,250,000","$4,250,000"
60,Chris Iannetta,2016,C,UFA,LAA,SEA,1,"$4,250,000","$4,250,000"
61,Jerry Blevins,2016,RP,UFA,NYM,NYM,1,"$4,000,000","$4,000,000"
62,Dioner Navarro,2016,C,UFA,TOR,CHW,1,"$4,000,000","$4,000,000"
63,Joe Blanton,2016,RP,UFA,PIT,LAD,1,"$4,000,000","$4,000,000"
64,Alexei Ramirez,2016,SS,UFA,CHW,SD,1,"$4,000,000","$4,000,000"
65,Neftali Feliz,2016,RP,UFA,DET,PIT,1,"$3,900,000","$3,900,000"
66,David Hernandez,2016,RP,UFA,ARI,PHI,1,"$3,900,000","$3,900,000"
67,Cliff Pennington,2016,SS,UFA,TOR,LAA,2,"$3,750,000","$1,875,000"
68,Tony Barnette,2016,RP,UFA,ARI,TEX,2,"$3,500,000","$1,750,000"
69,Juan Nicasio,2016,RP,UFA,LAD,PIT,1,"$3,000,000","$3,000,000"
70,Yusmeiro Petit,2016,RP,UFA,SF,WSH,1,"$3,000,000","$3,000,000"
71,A.J. Pierzynski,2016,C,UFA,ATL,ATL,1,"$3,000,000","$3,000,000"
72,Stephen Drew,2016,2B,UFA,NYY,WSH,1,"$3,000,000","$3,000,000"
73,David Freese,2016,1B,UFA,LAA,PIT,1,"$3,000,000","$3,000,000"
74,Geovany Soto,2016,C,UFA,CHW,LAA,1,"$2,800,000","$2,800,000"
75,Bud Norris,2016,RP,UFA,SD,ATL,1,"$2,500,000","$2,500,000"
76,Alex Avila,2016,C,UFA,DET,CHW,1,"$2,500,000","$2,500,000"
77,Edward Mujica,2016,RP,UFA,OAK,PHI,1,"$2,500,000","$2,500,000"
78,Sean Rodriguez,2016,2B,UFA,PIT,PIT,1,"$2,500,000","$2,500,000"
79,Chris Carter,2016,1B,UFA,HOU,MIL,1,"$2,500,000","$2,500,000"
80,Tim Lincecum,2016,RP,UFA,SF,LAA,1,"$2,500,000","$2,500,000"
81,Jim Johnson,2016,RP,UFA,LAD,ATL,1,"$2,500,000","$2,500,000"
82,Matt Albers,2016,RP,UFA,CHW,CHW,1,"$2,250,000","$2,250,000"
83,Mike Aviles,2016,3B,UFA,CLE,DET,1,"$2,000,000","$2,000,000"
84,Ryan Vogelsong,2016,SP,UFA,SF,PIT,1,"$2,000,000","$2,000,000"
85,Kelly Johnson,2016,2B,UFA,NYM,ATL,1,"$2,000,000","$2,000,000"
86,Fernando Rodney,2016,RP,UFA,CHC,SD,1,"$2,000,000","$2,000,000"
87,Bronson Arroyo,2016,SP,UFA,LAD,WSH,1,"$2,000,000","$2,000,000"
88,Alfredo Simon,2016,SP,UFA,DET,CIN,1,"$2,000,000","$2,000,000"
89,Franklin Morales,2016,RP,UFA,MIL,TOR,1,"$2,000,000","$2,000,000"
90,Jimmy Rollins,2016,SS,UFA,LAD,CHW,1,"$2,000,000","$2,000,000"
91,Eric O'Flaherty,2016,RP,UFA,NYM,PIT,1,"$1,750,000","$1,750,000"
92,Justin Ruggiano,2016,RF,UFA,LAD,TEX,1,"$1,650,000","$1,650,000"
93,Matt Thornton,2016,RP,UFA,WSH,SD,1,"$1,600,000","$1,600,000"
94,Ruben Tejada,2016,SS,UFA,NYM,STL,1,"$1,500,000","$1,500,000"
95,Chris Capuano,2016,RP,UFA,NYY,MIL,1,"$1,500,000","$1,500,000"
96,Craig Breslow,2016,RP,UFA,BOS,MIA,1,"$1,500,000","$1,500,000"
97,Franklin Gutierrez,2016,CF,UFA,SEA,SEA,1,"$1,500,000","$1,500,000"
98,Carlos Villanueva,2016,RP,UFA,STL,SD,1,"$1,500,000","$1,500,000"
99,James Russell,2016,RP,UFA,CHC,PHI,1,"$1,500,000","$1,500,000"
100,Jeff Mathis,2016,C,UFA,MIA,MIA,1,"$1,500,000","$1,500,000"
101,Daniel Nava,2016,LF,UFA,TB,LAA,1,"$1,375,000","$1,375,000"
102,Matt Belisle,2016,RP,UFA,STL,WSH,1,"$1,250,000","$1,250,000"
103,Skip Schumaker,2016,LF,UFA,CIN,SD,1,"$1,250,000","$1,250,000"
104,Gordon Beckham,2016,2B,UFA,CHW,ATL,1,"$1,250,000","$1,250,000"
105,Jeremy Guthrie,2016,SP,UFA,TEX,SD,1,"$1,250,000","$1,250,000"
106,Chris Narveson,2016,RP,UFA,MIA,MIA,1,"$1,200,000","$1,200,000"
107,Will Middlebrooks,2016,3B,UFA,SD,MIL,1,"$1,200,000","$1,200,000"
108,David Murphy,2016,DH,UFA,BOS,MIN,1,"$1,150,000","$1,150,000"
109,Jhoulys Chacin,2016,SP,UFA,ARI,ATL,1,"$1,100,000","$1,100,000"
110,Alberto Alburquerque,2016,RP,UFA,DET,LAA,1,"$1,100,000","$1,100,000"
111,Ryan Cook,2016,RP,UFA,CHC,SEA,1,"$1,100,000","$1,100,000"
112,Wandy Rodriguez,2016,RP,UFA,KC,HOU,1,"$1,000,000","$1,000,000"
113,Matt Joyce,2016,LF,UFA,LAA,PIT,1,"$1,000,000","$1,000,000"
114,Gavin Floyd,2016,RP,UFA,CLE,TOR,1,"$1,000,000","$1,000,000"
115,Chris Denorfia,2016,RF,UFA,CHC,NYY,1,"$1,000,000","$1,000,000"
116,Justin Morneau,2016,1B,UFA,COL,CHW,1,"$1,000,000","$1,000,000"
117,Craig Gentry,2016,LF,UFA,OAK,LAA,1,"$1,000,000","$1,000,000"
118,Eric Young Jr.,2016,CF,UFA,NYM,MIL,1,"$1,000,000","$1,000,000"
119,Jeff Francoeur,2016,LF,UFA,PHI,ATL,1,"$1,000,000","$1,000,000"
120,Chien-Ming Wang,2016,RP,UFA,ATL,KC,1,"$1,000,000","$1,000,000"
121,Shane Victorino,2016,RF,UFA,LAA,CHC,1,"$1,000,000","$1,000,000"
122,Carlos Torres,2016,RP,UFA,ATL,MIL,1,"$950,000","$950,000"
123,Blaine Boyer,2016,RP,UFA,MIN,MIL,1,"$950,000","$950,000"
124,Travis Ishikawa,2016,1B,UFA,PIT,CHW,1,"$900,000","$900,000"
125,Ernesto Frieri,2016,RP,UFA,TB,PHI,1,"$850,000","$850,000"
126,Josh Thole,2016,C,UFA,TOR,TOR,1,"$800,000","$800,000"
127,Jordan Pacheco,2016,3B,UFA,ARI,CIN,1,"$800,000","$800,000"
128,Louis Coleman,2016,RP,UFA,KC,LAD,1,"$750,000","$750,000"
129,Roger Bernadina,2016,LF,UFA,COL,NYM,1,"$750,000","$750,000"
130,Justin De Fratus,2016,RP,UFA,PHI,SEA,1,"$750,000","$750,000"
131,Carlos Quentin,2016,LF,UFA,SEA,MIN,1,"$750,000","$750,000"
132,Blake Wood,2016,RP,UFA,PIT,CIN,1,"$600,000","$600,000"
133,Jaff Decker,2016,LF,UFA,PIT,TB,1,"$525,000","$525,000"
134,Ryan Buchter,2016,RP,UFA,LAD,SD,1,"$520,000","$520,000"
135,Manny Parra,2016,RP,UFA,CIN,CHC,1,"$520,000","$520,000"
136,Zach Phillips,2016,RP,UFA,CHW,BAL,1,"$510,000","$510,000"
137,Edwin Jackson,2016,SP,UFA,ATL,MIA,1,"$507,500","$507,500"
138,Maikel Cleto,2016,RP,UFA,CHW,ATL,1,"$507,500","$507,500"
139,Kyle Lohse,2016,SP,UFA,MIL,TEX,1,"$507,500","$507,500"
140,Joe Nathan,2016,RP,UFA,DET,CHC,1,"$507,500","$507,500"
141,Jarrod Saltalamacchia,2016,C,UFA,ARI,DET,1,"$507,500","$507,500"
142,A.J. Griffin,2016,RP,UFA,OAK,TEX,1,"$507,500","$507,500"
143,Jose Reyes,2016,SS,UFA,COL,NYM,1,"$507,500","$507,500"
144,Billy Butler,2016,DH,UFA,OAK,NYY,1,"$49,914","$49,914"
145,Kyle Drabek,2016,RP,UFA,ARI,SF,0,$0,$0
146,Clint Barmes,2016,SS,UFA,SD,KC,1,$0,$0
147,Steve Delabar,2016,RP,UFA,TOR,CIN,0,$0,$0
148,Mike Olt,2016,3B,UFA,CHW,SD,1,$0,$0
149,Rafael Lopez,2016,C,UFA,LAA,DET,1,$0,$0
150,Logan Watkins,2016,2B,UFA,CHC,CHC,1,$0,$0
151,Jason Bourgeois,2016,LF,UFA,CIN,ARI,1,$0,$0
152,Kevin Jepsen,2016,RP,UFA,MIN,TB,0,$0,$0
153,Carlos Corporan,2016,C,UFA,TEX,NYY,1,$0,$0
154,David Holmberg,2016,RP,UFA,ATL,CHW,1,$0,$0
155,Tim Stauffer,2016,RP,UFA,NYM,ARI,1,$0,$0
156,Kris Negron,2016,RF,UFA,CIN,CHC,1,$0,$0
157,Pedro Villarreal,2016,RP,UFA,CIN,CIN,1,$0,$0
158,Michael Bourn,2016,CF,UFA,ATL,TOR,1,$0,$0
159,Nick Hagadone,2016,RP,UFA,CLE,MIL,1,$0,$0
160,Antoan Richardson,2016,RF,UFA,TEX,PIT,1,$0,$0
161,Kyle Blanks,2016,LF,UFA,TEX,SF,0,$0,$0
162,Mat Latos,2016,SP,UFA,CHW,WSH,0,$0,$0
163,Jemile Weeks,2016,2B,UFA,BOS,SD,1,$0,$0
164,Ross Ohlendorf,2016,RP,UFA,TEX,CIN,1,$0,$0
165,David Carpenter,2016,RP,UFA,WSH,ATL,0,$0,$0
166,Jo-Jo Reyes,2016,SP,UFA,LAA,MIA,1,$0,$0
167,Eric Fryer,2016,C,UFA,MIN,STL,0,$0,$0
168,Sam LeCure,2016,RP,UFA,ARI,LAD,1,$0,$0
169,Logan Kensing,2016,RP,UFA,SEA,DET,1,$0,$0
170,Travis Snider,2016,RF,UFA,PIT,KC,1,$0,$0
171,Josh Collmenter,2016,RP,UFA,ARI,CHC,0,$0,$0
172,Wilfredo Tovar,2016,SS,UFA,NYM,MIN,1,$0,$0
173,Michael McKenry,2016,C,UFA,COL,TEX,1,$0,$0
174,Brandon Morrow,2016,RP,UFA,SD,SD,1,$0,$0
175,Chris Heisey,2016,LF,UFA,LAD,WSH,0,$0,$0
176,Jeff Beliveau,2016,RP,UFA,TB,BAL,1,$0,$0
177,Dan Johnson,2016,1B,UFA,STL,TB,1,$0,$0
178,Jake Elmore,2016,LF,UFA,TB,MIL,1,$0,$0
179,Aaron Crow,2016,RP,UFA,MIA,CHC,1,$0,$0
180,Brad Penny,2016,SP,UFA,CHW,TOR,1,$0,$0
181,Hector Sanchez,2016,C,UFA,SF,CHW,1,$0,$0
182,Joaquin Arias,2016,SS,UFA,SF,ARI,1,$0,$0
183,Ryan Mattheus,2016,RP,UFA,CIN,CIN,1,$0,$0
184,Quintin Berry,2016,LF,UFA,CHC,LAA,0,$0,$0
185,Elian Herrera,2016,SS,UFA,MIL,LAD,1,$0,$0
186,Paul Janish,2016,SS,UFA,BAL,BAL,1,$0,$0
187,Steve Johnson,2016,RP,UFA,TEX,SEA,0,$0,$0
188,Brian Duensing,2016,RP,UFA,MIN,KC,1,$0,$0
189,David Lough,2016,RF,UFA,BAL,PHI,1,$0,$0
190,Humberto Quintero,2016,C,UFA,BOS,TOR,1,$0,$0
191,Vin Mazzaro,2016,RP,UFA,ATL,SF,1,$0,$0
192,Bobby Parnell,2016,RP,UFA,NYM,DET,1,$0,$0
193,Fernando Abad,2016,RP,UFA,OAK,MIN,1,$0,$0
194,Casey Janssen,2016,RP,UFA,SD,BOS,0,$0,$0
195,Dylan Axelrod,2016,RP,UFA,CIN,MIA,1,$0,$0
196,Chris Volstad,2016,RP,UFA,ATL,CHW,1,$0,$0
197,Andy Parrino,2016,3B,UFA,OAK,CHW,1,$0,$0
198,Cory Luebke,2016,RP,UFA,SD,PIT,1,$0,$0
199,Jake Brigham,2016,RP,UFA,ATL,DET,1,$0,$0
200,Preston Guilmet,2016,RP,UFA,MIL,DET,1,$0,$0
201,Will Venable,2016,CF,UFA,CLE,PHI,0,$0,$0
202,Alexi Ogando,2016,RP,UFA,ARI,ARI,0,$0,$0
203,Neal Cotts,2016,RP,UFA,HOU,LAA,1,$0,$0
204,Omar Infante,2016,2B,UFA,KC,ATL,0,$0,$0
205,James Loney,2016,1B,UFA,TB,SD,0,$0,$0
206,Chris Johnson,2016,3B,UFA,CLE,MIA,1,$0,$0
207,Kyle Kendrick,2016,SP,UFA,ATL,LAA,1,$0,$0
208,Burke Badenhop,2016,RP,UFA,CIN,WSH,1,$0,$0
209,Christian Friedrich,2016,SP,UFA,COL,SD,1,$0,$0
210,Matt Capps,2016,RP,UFA,ATL,ARI,1,$0,$0
211,Anthony Varvaro,2016,RP,UFA,BOS,BOS,1,$0,$0
212,David Aardsma,2016,RP,UFA,ATL,TOR,1,$0,$0
213,Cesar Ramos,2016,RP,UFA,LAA,TEX,0,$0,$0
214,Roberto Hernandez,2016,RP,UFA,TOR,ATL,0,$0,$0
215,Jim Henderson,2016,RP,UFA,MIL,NYM,1,$0,$0
216,Samuel Deduno,2016,RP,UFA,HOU,BAL,1,$0,$0
217,Rene Rivera,2016,C,UFA,TB,NYM,1,$0,$0
218,Nick Tepesch,2016,SP,UFA,TEX,TEX,1,$0,$0
219,Casey Kotchman,2016,1B,UFA,KC,TOR,1,$0,$0
220,Reed Johnson,2016,LF,UFA,WSH,WSH,1,$0,$0
221,Joe Beimel,2016,RP,UFA,SEA,KC,1,$0,$0
222,Joel Peralta,2016,RP,UFA,SEA,CHC,0,$0,$0
223,Wesley Wright,2016,RP,UFA,ARI,BOS,1,$0,$0
224,Maicer Izturis,2016,2B,UFA,TOR,TOR,1,$0,$0
225,Alexi Casilla,2016,2B,UFA,DET,TOR,1,$0,$0
226,Tim Federowicz,2016,C,UFA,SD,CHC,1,$0,$0
227,Ryan Webb,2016,RP,UFA,TB,CHW,0,$0,$0
228,Mike Kickham,2016,RP,UFA,TEX,SF,1,$0,$0
229,Carlos Marmol,2016,RP,UFA,CLE,BOS,1,$0,$0
230,Angelo Gumbs,2016,SS,UFA,NYY,CIN,0,$0,$0
231,Don Kelly,2016,CF,UFA,MIA,MIA,1,$0,$0
232,Randy Choate,2016,RP,UFA,TOR,LAD,0,$0,$0
233,Jean Machi,2016,RP,UFA,BOS,CHC,1,$0,$0
234,Nick Swisher,2016,OF,UFA,ATL,NYY,1,$0,$0
235,Alex Torres,2016,RP,UFA,ATL,SF,0,$0,$0
236,Miguel Gonzalez,2016,SP,UFA,BAL,CHW,1,$0,$0
237,Frank Garces,2016,RP,UFA,SD,SD,1,$0,$0
238,Dustin McGowan,2016,RP,UFA,PHI,MIA,1,$0,$0
239,Tony Sanchez,2016,C,UFA,PIT,TOR,1,$0,$0
240,Nate Freiman,2016,1B,UFA,OAK,ATL,1,$0,$0
241,Ike Davis,2016,1B,UFA,OAK,TEX,1,$0,$0
